nom,prénom,email,département,naissance,visites,dépenses
Albert,Alice,aalbert@tele2.fr,77,1944-08-05,39,3967.65
Albert,Alexandrie,aalbert@voila.fr,54,1992-05-24,43,1831.65
Albert,André,aalbert@wanadoo.fr,42,1968-06-26,116,10442.25
Alexandre,Aimé,aalexandre1@free.fr,18,1942-07-25,23,1945.5
Alexandre,Alexandrie,aalexandre1@hotmail.fr,28,2005-03-04,57,4197.09
Alexandre,André,aalexandre1@live.com,46,1961-07-12,23,2648.15
Alexandre,André,aalexandre1@orange.fr,42,2002-05-06,35,2036.05
Alexandre,Anouk,aalexandre1@tele2.fr,75,1970-09-24,5,492.12
Alexandre,Anastasie,aalexandre1@wanadoo.fr,39,1942-11-18,85,7553.33
Alexandre,Adrien,aalexandre2@free.fr,06,1951-11-05,19,189.22
Alexandre,Alfred,aalexandre2@hotmail.fr,44,1994-11-06,77,5609.81
Alexandre,Alexandria,aalexandre2@live.com,32,1964-05-13,80,2993.08
Alexandre,Alexandria,aalexandre2@orange.fr,35,1954-07-31,47,4860.57
Alexandre,Amélie,aalexandre2@wanadoo.fr,2A,1993-07-29,3,321.05
Alexandre,Arnaude,aalexandre@dbmail.com,07,1995-01-13,122,12502.58
Alexandre,Alexandria,aalexandre@free.fr,17,1991-12-30,83,9537.51
Alexandre,Antoine,aalexandre@hotmail.fr,40,1941-05-25,123,410.32
Alexandre,Alexandre,aalexandre@ifrance.com,58,1981-08-01,54,4072.16
Alexandre,Antoine,aalexandre@laposte.net,37,1981-01-17,76,2986.5
Alexandre,Alice,aalexandre@live.com,51,1971-01-27,96,13721.9
Alexandre,Alexandria,aalexandre@orange.fr,53,1946-09-27,22,2399.74
Alexandre,Alfred,aalexandre@sfr.fr,14,1949-02-25,70,8124.98
Alexandre,Adrienne,aalexandre@tele2.fr,06,1965-08-04,117,10987.13
Alexandre,Antoine,aalexandre@tiscali.fr,55,1963-07-09,131,10804.3
Alexandre,Aimé,aalexandre@wanadoo.fr,60,1946-03-15,124,13653.41
Alexandre,Alex,aalexandre@yahoo.fr,55,1943-07-09,147,5979.26
Allain,Alexandria,aallain1@free.fr,94,1976-10-01,68,8226.0
Allain,Anaïs,aallain1@orange.fr,974,1984-03-18,25,755.3
Allain,Alix,aallain1@wanadoo.fr,29,1983-12-28,24,1099.27
Allain,Anne,aallain2@wanadoo.fr,02,1951-06-14,30,3229.67
Allain,André,aallain@bouygtel.fr,60,1953-06-11,150,2348.82
Allain,Anouk,aallain@club-internet.fr,58,1976-09-10,98,6825.89
Allain,Amélie,aallain@free.fr,32,1992-11-01,145,6864.17
Allain,Anouk,aallain@gmail.com,55,1977-04-27,58,6394.61
Allain,Aimée,aallain@ifrance.com,976,1953-07-13,123,9502.19
Allain,Aimé,aallain@orange.fr,971,1962-08-02,151,16452.66
Allain,Alexandrie,aallain@sfr.fr,60,1969-08-13,149,10991.21
Allain,Alain,aallain@tele2.fr,52,1973-06-13,72,4273.79
Allain,Alexandria,aallain@tiscali.fr,61,1973-10-20,88,5418.69
Allain,Adrienne,aallain@voila.fr,33,1990-12-23,94,9172.54
Allain,Alain,aallain@wanadoo.fr,21,1979-04-11,26,2500.59
Allain,Alexandrie,aallain@yahoo.fr,51,1960-08-31,84,3809.89
Allard,Alex,aallard1@gmail.com,30,1986-11-21,65,4007.53
Allard,Anouk,aallard1@live.com,70,1972-11-04,19,2111.26
Allard,Arthur,aallard1@noos.fr,24,1964-01-25,39,5905.09
Allard,Adrienne,aallard1@yahoo.fr,54,1987-02-01,91,11204.89
Allard,Alexandria,aallard2@gmail.com,57,1975-06-14,90,4575.22
Allard,Aimée,aallard2@live.com,04,1985-11-26,91,11878.82
Allard,Astrid,aallard3@gmail.com,78,1980-03-24,6,842.82
Allard,Aimée,aallard4@gmail.com,35,1959-02-23,151,9284.31
Allard,Alexandria,aallard@bouygtel.fr,32,1956-04-17,76,8244.48
Allard,André,aallard@gmail.com,32,1964-05-17,83,5673.52
Allard,Audrey,aallard@hotmail.fr,68,1987-05-12,30,4143.45
Allard,Alix,aallard@laposte.net,61,2001-07-23,146,18272.07
Allard,Anaïs,aallard@live.com,35,1960-09-14,72,10491.78
Allard,Anne,aallard@noos.fr,05,1948-12-16,50,2884.22
Allard,Alice,aallard@sfr.fr,41,1983-11-01,42,5672.91
Allard,Antoinette,aallard@tele2.fr,46,1989-06-11,47,3254.44
Allard,Auguste,aallard@yahoo.fr,43,1980-09-18,90,7147.47
Alves,Alex,aalves1@bouygtel.fr,06,1984-12-02,78,1604.99
Alves,Astrid,aalves1@club-internet.fr,976,1968-04-24,27,3372.28
Alves,Aurélie,aalves1@free.fr,03,1977-08-29,11,331.83
Alves,Agnès,aalves1@gmail.com,52,2005-07-24,140,18617.57
Alves,Anouk,aalves1@ifrance.com,21,1949-12-27,56,6899.8
Alves,Agnès,aalves1@noos.fr,43,2003-02-24,64,8247.64
Alves,Amélie,aalves2@club-internet.fr,90,2002-12-30,27,1160.79
Alves,Aurore,aalves@bouygtel.fr,971,2001-06-29,84,4863.74
Alves,Arnaude,aalves@club-internet.fr,68,1991-11-29,5,591.33
Alves,Audrey,aalves@dbmail.com,14,1986-03-09,81,11569.03
Alves,Alexandria,aalves@free.fr,971,1987-10-24,131,11343.98
Alves,Adélaïde,aalves@gmail.com,28,1966-02-25,68,3172.85
Alves,Agnès,aalves@ifrance.com,90,1980-12-21,29,1875.31
Alves,Adélaïde,aalves@laposte.net,974,1973-10-12,5,147.96
Alves,Amélie,aalves@noos.fr,88,1985-01-10,53,3148.1
Alves,André,aalves@sfr.fr,88,1946-08-24,81,2802.58
Alves,Alice,aalves@tiscali.fr,47,2003-04-29,69,10164.56
Alves,Amélie,aalves@voila.fr,26,1993-08-03,61,7999.2
Alves,Andrée,aalves@wanadoo.fr,94,1978-07-05,125,9047.17
Alves,Aimée,aalves@yahoo.fr,2A,1996-01-19,35,3206.41
Andre,Alexandria,aandre1@dbmail.com,40,1956-10-24,115,2902.62
Andre,Anne,aandre1@free.fr,44,1958-07-25,55,6442.49
Andre,Agathe,aandre1@ifrance.com,94,1963-12-26,132,14085.58
Andre,Aurélie,aandre1@tele2.fr,78,1986-01-26,83,5514.58
Andre,André,aandre1@wanadoo.fr,58,1981-10-24,147,9369.59
Andre,Anaïs,aandre2@free.fr,58,1956-02-04,56,4405.49
Andre,Antoinette,aandre@club-internet.fr,31,1965-10-11,98,2335.78
Andre,Adrien,aandre@dbmail.com,23,1976-01-07,56,4007.31
Andre,Andrée,aandre@free.fr,81,2001-01-03,32,1662.21
Andre,Alexandrie,aandre@gmail.com,23,1961-04-08,64,611.03
Andre,André,aandre@hotmail.fr,74,2003-12-20,85,12048.65
Andre,Aurélie,aandre@ifrance.com,02,1949-10-22,21,2860.24
Andre,Anaïs,aandre@laposte.net,26,1973-03-21,145,6954.14
Andre,Adélaïde,aandre@live.com,26,1966-10-12,24,2094.59
Andre,Anaïs,aandre@orange.fr,63,1964-05-07,118,3233.69
Andre,Antoinette,aandre@tele2.fr,93,1975-08-27,100,7845.89
Andre,Agathe,aandre@tiscali.fr,29,2000-09-30,3,174.24
Andre,Astrid,aandre@voila.fr,19,2002-10-17,136,13011.1
Andre,Adélaïde,aandre@wanadoo.fr,23,1982-02-11,87,12231.27
Andre,Alexandria,aandre@yahoo.fr,17,1943-06-23,82,3309.49
Antoine,Arthur,aantoine1@ifrance.com,71,1975-12-24,134,12084.01
Antoine,Anastasie,aantoine1@live.com,972,1993-12-08,91,13687.74
Antoine,Anastasie,aantoine1@noos.fr,14,1942-04-30,53,238.23
Antoine,Alain,aantoine1@tele2.fr,80,1944-02-18,52,4339.9
Antoine,Anastasie,aantoine1@tiscali.fr,46,1984-04-02,98,8830.57
Antoine,Amélie,aantoine1@yahoo.fr,70,1976-05-24,17,1302.09
Antoine,Arnaude,aantoine2@tiscali.fr,53,1967-04-09,89,5740.76
Antoine,Aimée,aantoine2@yahoo.fr,37,1975-02-05,147,10743.32
Antoine,Audrey,aantoine3@tiscali.fr,04,1942-06-26,63,2432.39
Antoine,Alice,aantoine@hotmail.fr,01,2004-05-19,101,8234.75
Antoine,Audrey,aantoine@ifrance.com,35,1954-11-27,75,3576.76
Antoine,Arthur,aantoine@live.com,86,1940-09-13,20,1399.94
Antoine,Aurélie,aantoine@noos.fr,54,1969-04-09,98,10122.31
Antoine,Aurélie,aantoine@orange.fr,47,1949-08-16,19,841.48
Antoine,Augustin,aantoine@sfr.fr,07,1944-05-17,14,1527.21
Antoine,Amélie,aantoine@tele2.fr,91,1961-05-14,48,4630.75
Antoine,Alfred,aantoine@tiscali.fr,976,1944-11-22,4,298.24
Antoine,Aimé,aantoine@voila.fr,59,1962-02-25,22,1477.7
Antoine,Antoine,aantoine@yahoo.fr,60,1997-07-03,94,6875.95
Arnaud,Alexandre,aarnaud1@gmail.com,43,1998-10-10,38,4371.68
Arnaud,Antoinette,aarnaud1@sfr.fr,19,1974-10-24,83,10474.79
Arnaud,Agnès,aarnaud1@voila.fr,56,1941-03-22,112,2164.01
Arnaud,Arnaude,aarnaud1@yahoo.fr,16,1998-08-27,27,3001.45
Arnaud,Arthur,aarnaud2@sfr.fr,10,1955-12-24,40,2459.74
Arnaud,Alexandre,aarnaud3@sfr.fr,93,1959-06-21,11,703.16
Arnaud,Aimée,aarnaud@club-internet.fr,21,2005-09-13,23,570.29
Arnaud,Agnès,aarnaud@dbmail.com,57,1965-02-14,21,2074.04
Arnaud,Aimée,aarnaud@gmail.com,51,1943-04-19,134,3395.57
Arnaud,Adrienne,aarnaud@ifrance.com,70,1944-11-13,120,6182.35
Arnaud,Anastasie,aarnaud@live.com,37,1958-06-21,19,2413.7
Arnaud,André,aarnaud@noos.fr,75,1945-05-28,109,14502.02
Arnaud,Aimée,aarnaud@orange.fr,53,1986-07-21,139,3879.6800000000003
Arnaud,Audrey,aarnaud@sfr.fr,31,2001-09-01,22,1788.26
Arnaud,André,aarnaud@tiscali.fr,972,1989-12-11,98,10393.42
Arnaud,Adrien,aarnaud@voila.fr,62,1970-11-07,116,7570.9
Arnaud,Agathe,aarnaud@yahoo.fr,01,1940-05-09,130,17170.43
Aubert,Aurélie,aaubert1@bouygtel.fr,971,1943-05-16,87,2094.33
Aubert,Antoine,aaubert1@gmail.com,42,1976-11-24,65,1301.78
Aubert,Alphonse,aaubert1@noos.fr,27,1940-06-22,109,4564.16
Aubert,Antoinette,aaubert1@orange.fr,22,1942-04-09,69,8625.66
Aubert,Agnès,aaubert1@sfr.fr,2A,2001-10-31,129,15241.36
Aubert,Adèle,aaubert1@tiscali.fr,78,2003-04-05,105,5031.03
Aubert,Alfred,aaubert1@voila.fr,90,1944-06-10,146,3736.9
Aubert,Alfred,aaubert2@noos.fr,68,1972-11-30,121,11075.83
Aubert,Andrée,aaubert3@noos.fr,26,1975-02-08,55,2344.74
Aubert,Alphonse,aaubert@bouygtel.fr,85,1990-05-24,50,1536.11
Aubert,Astrid,aaubert@club-internet.fr,2A,1973-05-17,70,3565.22
Aubert,Aimée,aaubert@dbmail.com,37,2001-05-30,45,4715.61
Aubert,Alexandrie,aaubert@gmail.com,31,1970-10-12,27,3707.92
Aubert,Adélaïde,aaubert@ifrance.com,18,1981-07-14,53,1986.27
Aubert,Anastasie,aaubert@noos.fr,79,1963-06-03,68,157.7
Aubert,Alphonse,aaubert@orange.fr,81,1952-07-16,30,802.61
Aubert,Antoinette,aaubert@sfr.fr,60,1972-09-10,71,3468.57
Aubert,Alix,aaubert@tele2.fr,31,1952-06-03,108,4177.61
Aubert,Arthur,aaubert@tiscali.fr,59,1964-09-28,81,6820.77
Aubert,Agathe,aaubert@voila.fr,81,1984-07-19,62,3545.54
Aubert,Arthur,aaubert@wanadoo.fr,57,1954-11-20,37,4216.27
Aubert,Auguste,aaubert@yahoo.fr,12,1957-01-26,42,695.66
Aubry,Alphonse,aaubry1@club-internet.fr,06,1953-08-04,43,4309.45
Aubry,Amélie,aaubry1@dbmail.com,19,1962-02-24,139,4716.04
Aubry,Aurélie,aaubry1@free.fr,86,2004-12-01,21,2226.42
Aubry,Aimé,aaubry1@ifrance.com,01,1997-05-01,83,8936.52
Aubry,Alexandre,aaubry1@voila.fr,91,1960-10-19,137,16770.49
Aubry,Anaïs,aaubry1@wanadoo.fr,26,1947-10-19,30,3699.35
Aubry,Agathe,aaubry2@club-internet.fr,49,2004-12-07,144,14752.53
Aubry,Agathe,aaubry2@free.fr,46,1956-12-01,150,19691.48
Aubry,Adèle,aaubry@club-internet.fr,18,1972-02-18,36,428.52
Aubry,Agnès,aaubry@dbmail.com,94,1976-09-02,74,8381.26
Aubry,André,aaubry@free.fr,84,2002-04-08,46,1826.79
Aubry,Anouk,aaubry@gmail.com,78,1973-08-24,117,15686.2
Aubry,Anastasie,aaubry@hotmail.fr,36,1961-09-13,26,2129.73
Aubry,Antoinette,aaubry@ifrance.com,60,2001-04-26,16,199.96
Aubry,Anastasie,aaubry@noos.fr,75,1974-09-19,93,13888.55
Aubry,Alex,aaubry@orange.fr,46,1974-07-25,65,7452.51
Aubry,Alexandre,aaubry@sfr.fr,03,2001-05-11,46,3444.09
Aubry,Adélaïde,aaubry@tele2.fr,11,1980-05-29,97,10614.4
Aubry,Arnaude,aaubry@voila.fr,33,1983-08-21,85,654.49
Aubry,Anaïs,aaubry@wanadoo.fr,67,1983-12-09,74,9836.07
Aubry,Antoinette,aaubry@yahoo.fr,14,1950-02-24,59,5139.8
Auger,Arnaude,aauger1@bouygtel.fr,49,1963-10-29,20,1385.82
Auger,Anastasie,aauger1@dbmail.com,34,1963-05-06,3,194.39
Auger,Alex,aauger1@live.com,25,1970-07-20,123,2102.84
Auger,Aurélie,aauger1@sfr.fr,972,1949-09-05,41,1443.76
Auger,Arthur,aauger1@tiscali.fr,64,2005-10-28,149,12999.75
Auger,Anastasie,aauger1@yahoo.fr,53,1999-04-23,24,2632.5
Auger,Andrée,aauger2@tiscali.fr,83,1946-08-15,42,5486.67
Auger,Amélie,aauger@bouygtel.fr,92,1976-10-07,30,3786.74
Auger,Aimé,aauger@dbmail.com,14,1966-01-24,46,1612.82
Auger,Alfred,aauger@free.fr,56,1969-01-01,149,4680.47
Auger,Alix,aauger@gmail.com,26,2000-12-07,70,7499.35
Auger,Anouk,aauger@hotmail.fr,81,1997-04-12,10,42.04
Auger,Augustin,aauger@live.com,19,1971-04-25,126,3785.13
Auger,Alphonse,aauger@noos.fr,67,1954-05-18,7,972.2
Auger,Astrid,aauger@orange.fr,49,1947-12-06,43,2026.5
Auger,Aurore,aauger@sfr.fr,37,1999-02-09,48,2219.85
Auger,Alphonse,aauger@tele2.fr,02,1976-08-14,132,16145.91
Auger,Arnaude,aauger@tiscali.fr,91,1990-07-13,21,2930.93
Auger,Alain,aauger@voila.fr,07,2000-08-19,94,6463.93
Auger,Adèle,aauger@yahoo.fr,43,1969-09-25,87,11930.69
Bailly,Aurore,abailly1@club-internet.fr,17,1965-08-01,109,11994.32
Bailly,Alexandrie,abailly1@ifrance.com,92,1997-04-01,23,2260.51
Bailly,Astrid,abailly1@orange.fr,38,1999-06-26,146,5515.64
Bailly,Adèle,abailly1@tiscali.fr,79,1958-01-30,37,1948.99
Bailly,Alexandria,abailly1@wanadoo.fr,54,1967-09-19,24,2619.36
Bailly,Alix,abailly2@club-internet.fr,87,1973-01-20,18,1975.3
Bailly,Agnès,abailly2@ifrance.com,78,1986-07-09,46,3752.11
Bailly,Alix,abailly2@orange.fr,70,1960-06-24,61,7477.81
Bailly,Anastasie,abailly3@ifrance.com,27,1965-02-17,143,2869.53
Bailly,Audrey,abailly@club-internet.fr,37,1960-12-25,22,1100.82
Bailly,Andrée,abailly@free.fr,79,2003-08-16,27,2885.72
Bailly,Alain,abailly@gmail.com,42,1963-08-07,134,5231.05
Bailly,Alexandrie,abailly@ifrance.com,41,1951-04-02,92,13168.86
Bailly,Anne,abailly@live.com,69,1959-02-14,86,9134.38
Bailly,Alexandrie,abailly@noos.fr,69,1949-07-24,36,864.7
Bailly,Alexandre,abailly@orange.fr,68,1983-02-16,110,3577.07
Bailly,Anouk,abailly@sfr.fr,24,1984-01-17,6,599.77
Bailly,Adélaïde,abailly@tiscali.fr,29,1998-07-24,33,1529.6
Bailly,Aurore,abailly@voila.fr,80,2004-12-28,45,3730.02
Bailly,Alix,abailly@wanadoo.fr,26,1970-12-19,13,176.64
Bailly,Arthur,abailly@yahoo.fr,82,1963-06-10,3,284.12
Barbe,Alex,abarbe1@bouygtel.fr,26,1971-11-02,140,15801.0
Barbe,Arthur,abarbe1@club-internet.fr,85,1967-08-12,113,9652.44
Barbe,Alexandrie,abarbe1@dbmail.com,48,1963-11-14,31,1460.33
Barbe,Anaïs,abarbe1@ifrance.com,75,1982-10-23,86,9350.28
Barbe,Audrey,abarbe1@noos.fr,39,1970-05-12,77,7965.22
Barbe,Alexandria,abarbe1@sfr.fr,30,1982-10-11,47,629.09
Barbe,Alexandria,abarbe1@tele2.fr,45,1976-08-13,138,931.9
Barbe,Adélaïde,abarbe1@tiscali.fr,04,1974-09-10,94,3646.78
Barbe,Antoinette,abarbe1@yahoo.fr,43,1999-02-06,67,4591.45
Barbe,Aimée,abarbe2@ifrance.com,93,1985-08-30,114,13790.36
Barbe,Audrey,abarbe2@noos.fr,56,1973-02-17,39,1103.63
Barbe,Anastasie,abarbe2@sfr.fr,66,1991-11-16,91,2148.06
Barbe,Augustin,abarbe2@tele2.fr,91,1985-06-12,148,9944.24
Barbe,Alfred,abarbe3@sfr.fr,08,2000-02-18,83,2014.86
Barbe,Alice,abarbe3@tele2.fr,85,1952-10-18,139,16007.42
Barbe,Alfred,abarbe@bouygtel.fr,16,1949-04-02,70,10559.48
Barbe,Anne,abarbe@club-internet.fr,16,1970-07-12,150,11904.55
Barbe,Alexandrie,abarbe@dbmail.com,59,1960-01-19,8,721.7
Barbe,Adélaïde,abarbe@free.fr,05,1988-11-27,103,7444.3
Barbe,Auguste,abarbe@gmail.com,63,1950-01-01,62,6386.64
Barbe,Agnès,abarbe@hotmail.fr,59,1999-05-15,125,16856.72
Barbe,Amélie,abarbe@ifrance.com,29,1990-12-31,91,8533.75
Barbe,Aurore,abarbe@laposte.net,36,1971-08-08,22,2710.77
Barbe,Alexandria,abarbe@noos.fr,24,1968-05-12,144,20331.9
Barbe,Anastasie,abarbe@orange.fr,40,1969-12-09,83,6211.67
Barbe,André,abarbe@sfr.fr,87,1989-11-23,28,2642.1
Barbe,Alain,abarbe@tele2.fr,09,1957-06-28,19,2543.12
Barbe,Agathe,abarbe@tiscali.fr,70,1945-10-02,120,1881.86
Barbe,Alexandrie,abarbe@voila.fr,52,1981-04-06,49,4948.8
Barbe,Adrien,abarbe@wanadoo.fr,50,1944-11-02,148,19520.17
Barbe,Alex,abarbe@yahoo.fr,03,1951-11-23,86,5009.34
Barbier,Anaïs,abarbier1@bouygtel.fr,46,1966-04-11,3,345.54
Barbier,Amélie,abarbier1@dbmail.com,17,1995-10-02,149,1337.01
Barbier,Astrid,abarbier1@ifrance.com,58,1972-02-02,132,17850.12
Barbier,Antoine,abarbier1@orange.fr,18,1958-04-22,106,4205.42
Barbier,Audrey,abarbier1@tiscali.fr,30,1981-05-12,84,1206.3
Barbier,Alain,abarbier1@voila.fr,04,2003-05-18,117,4080.16
Barbier,Audrey,abarbier2@ifrance.com,14,1962-06-01,123,15738.59
Barbier,Alexandrie,abarbier2@orange.fr,45,1976-05-25,55,7183.69
Barbier,Aimé,abarbier@bouygtel.fr,60,1967-02-10,69,5852.82
Barbier,Alphonse,abarbier@club-internet.fr,26,1987-10-22,95,13174.96
Barbier,Augustin,abarbier@dbmail.com,08,1960-01-19,42,5074.09
Barbier,Anaïs,abarbier@free.fr,84,1996-12-09,41,4030.05
Barbier,Augustin,abarbier@gmail.com,81,1973-02-14,47,6345.26
Barbier,Alexandria,abarbier@ifrance.com,45,1999-06-07,48,4462.0
Barbier,Alfred,abarbier@live.com,02,1949-09-06,63,3507.53
Barbier,Augustin,abarbier@noos.fr,90,1963-08-11,106,7225.18
Barbier,Adrien,abarbier@orange.fr,72,1958-08-27,34,2420.89
Barbier,Agnès,abarbier@tele2.fr,89,1983-08-29,3,96.07
Barbier,Aurélie,abarbier@tiscali.fr,29,1964-01-18,92,8444.75
Barbier,Adèle,abarbier@voila.fr,973,2003-05-26,65,657.31
Barbier,Anaïs,abarbier@wanadoo.fr,73,1982-11-16,92,13669.93
Barbier,Aimé,abarbier@yahoo.fr,05,1979-03-26,119,15469.81
Baron,Audrey,abaron1@free.fr,63,1967-02-28,125,16210.79
Baron,Arnaude,abaron1@hotmail.fr,19,1975-10-28,16,1824.48
Baron,Alice,abaron1@laposte.net,51,1982-01-22,7,666.31
Baron,Aimé,abaron1@live.com,23,2002-06-24,69,5227.54
Baron,Alix,abaron1@orange.fr,67,1989-10-14,75,10157.03
Baron,Augustin,abaron2@hotmail.fr,84,1987-12-10,126,7489.31
Baron,Adèle,abaron@club-internet.fr,80,1956-04-16,93,5960.84
Baron,Alphonse,abaron@free.fr,61,1961-05-05,23,1483.33
Baron,Alix,abaron@gmail.com,23,1979-05-11,5,719.08
Baron,Antoine,abaron@hotmail.fr,45,1949-01-14,93,3397.53
Baron,Amélie,abaron@laposte.net,51,1963-12-18,136,4577.39
Baron,Antoinette,abaron@live.com,67,1941-01-08,74,1739.54
Baron,Aurore,abaron@noos.fr,95,2005-03-10,85,7373.94
Baron,Alex,abaron@orange.fr,19,1963-03-03,92,3093.4
Baron,Aimé,abaron@sfr.fr,45,1953-01-08,52,2390.39
Baron,Aimée,abaron@tiscali.fr,02,1992-08-09,12,427.18
Barre,Aimée,abarre1@club-internet.fr,86,2001-07-25,102,11139.21
Barre,Alex,abarre1@dbmail.com,09,1958-01-14,147,5570.54
Barre,Astrid,abarre1@hotmail.fr,29,1981-12-14,125,10273.61
Barre,Anaïs,abarre1@laposte.net,46,2004-03-24,16,1756.96
Barre,Anne,abarre1@live.com,90,1988-04-12,76,8533.99
Barre,Agathe,abarre1@noos.fr,83,1980-11-25,23,2801.92
Barre,Anne,abarre1@orange.fr,75,2001-11-16,69,3773.94
Barre,Agathe,abarre1@sfr.fr,75,1987-01-03,142,10943.53
Barre,Aurore,abarre1@tiscali.fr,93,1987-01-18,17,2482.93
Barre,Arthur,abarre2@hotmail.fr,05,1968-02-13,39,3630.18
Barre,Alfred,abarre3@hotmail.fr,65,1963-10-26,23,1083.84
Barre,Aimé,abarre@club-internet.fr,59,1982-06-18,145,1748.3
Barre,Agnès,abarre@dbmail.com,90,1955-01-09,35,3049.82
Barre,Aurélie,abarre@free.fr,95,1976-07-24,78,2351.15
Barre,Arnaude,abarre@hotmail.fr,51,2005-07-25,113,9263.49
Barre,Alain,abarre@laposte.net,46,1960-12-17,59,4995.56
Barre,Alix,abarre@live.com,21,2000-02-01,108,6094.01
Barre,Astrid,abarre@noos.fr,70,1979-02-11,24,1731.99
Barre,Arthur,abarre@orange.fr,28,1947-08-20,69,4283.87
Barre,Anastasie,abarre@sfr.fr,30,1971-01-26,136,5034.88
Barre,Adrienne,abarre@tele2.fr,61,1989-12-23,64,8731.96
Barre,Alfred,abarre@tiscali.fr,70,2004-07-06,27,2698.62
Barthelemy,Agnès,abarthelemy1@free.fr,16,1976-03-23,8,804.2
Barthelemy,Anastasie,abarthelemy1@tele2.fr,21,1952-07-17,53,1703.4
Barthelemy,Agathe,abarthelemy1@voila.fr,78,1994-08-20,119,12794.0
Barthelemy,Alexandre,abarthelemy1@wanadoo.fr,81,1988-06-21,9,878.58
Barthelemy,Augustin,abarthelemy2@free.fr,30,2000-10-09,126,15108.73
Barthelemy,Adrienne,abarthelemy3@free.fr,62,1967-08-07,5,38.98
Barthelemy,Anouk,abarthelemy@free.fr,04,2004-11-14,105,9680.48
Barthelemy,Alfred,abarthelemy@gmail.com,66,1984-11-22,15,107.78
Barthelemy,Amélie,abarthelemy@laposte.net,93,1942-05-18,122,14853.16
Barthelemy,Antoine,abarthelemy@noos.fr,45,1943-08-18,123,12319.63
Barthelemy,Antoinette,abarthelemy@orange.fr,92,1981-06-29,52,4018.79
Barthelemy,Antoine,abarthelemy@sfr.fr,32,2000-06-04,144,14308.99
Barthelemy,Alfred,abarthelemy@tele2.fr,70,2004-03-21,9,1025.84
Barthelemy,Arnaude,abarthelemy@tiscali.fr,72,1952-10-18,61,7623.01
Barthelemy,Alex,abarthelemy@voila.fr,68,1955-06-29,150,12271.77
Barthelemy,Alain,abarthelemy@wanadoo.fr,57,1976-07-20,89,6053.4
Baudry,Anouk,abaudry1@club-internet.fr,12,1980-09-25,118,16461.85
Baudry,Adrienne,abaudry1@free.fr,43,1977-05-25,130,17038.38
Baudry,Agnès,abaudry1@gmail.com,77,1979-10-20,42,6341.23
Baudry,Alexandrie,abaudry1@hotmail.fr,2A,1996-12-31,66,9882.01
Baudry,Adélaïde,abaudry1@live.com,70,1960-11-19,36,2402.94
Baudry,Adrienne,abaudry1@noos.fr,66,1965-06-22,50,3439.58
