nom,prénom,email,département,naissance,visites,dépenses
Marechal,Marguerite,mmarechal@ifrance.com,46,1983-03-03,110,1046.8
Baudry,Émile,ebaudry@noos.fr,25,1959-05-13,16,252.84
Morel,Alexandrie,amorel@club-internet.fr,38,1958-07-17,149,20411.07
Blondel,Josette,jblondel@live.com,22,1996-08-08,14,1137.83
Mallet,Tristan,tmallet@free.fr,58,1949-05-05,24,2208.38
Roussel,Alphonse,aroussel@club-internet.fr,39,1952-01-11,95,9681.83
Brun,Joséphine,jbrun@club-internet.fr,73,1995-07-17,4,317.84
Wagner,Aurélie,awagner@hotmail.fr,62,1941-10-08,86,10405.06
Gros,Laurent,lgros@voila.fr,66,1973-08-30,124,12730.75
Gautier,Daniel,dgautier@live.com,40,1952-12-31,135,2174.28
Duhamel,Arthur,aduhamel@gmail.com,972,1963-05-09,47,3315.12
Marchand,Théodore,tmarchand@yahoo.fr,02,1979-01-12,32,2814.46
Moreau,Élodie,emoreau@voila.fr,05,1955-05-13,114,3838.06
Gautier,Henriette,hgautier@free.fr,93,1970-07-21,147,6764.37
Guillon,Camille,cguillon@free.fr,38,1967-11-07,120,9737.45
Allain,Julie,jallain@wanadoo.fr,57,1948-05-05,26,3278.14
Marechal,Noémi,nmarechal@hotmail.fr,73,1950-01-30,63,3362.11
Letellier,Suzanne,sletellier@hotmail.fr,90,1990-07-19,65,3560.97
Bigot,Stéphanie,sbigot@gmail.com,62,1971-02-18,143,21423.6
Cousin,Luce,lcousin@free.fr,63,2000-07-12,127,13216.19
Lopes,Luc,llopes@hotmail.fr,74,1967-07-17,17,873.8
Jean,Cécile,cjean@voila.fr,47,1942-05-18,134,6478.07
Thibault,Anaïs,athibault@live.com,40,1973-10-02,96,1099.85
Dias,Isabelle,idias@laposte.net,93,1986-09-09,54,671.81
Pierre,Michèle,mpierre@sfr.fr,12,1962-06-02,34,350.36
Pottier,Céline,cpottier@live.com,17,1999-01-26,95,9046.76
Besnard,Marthe,mbesnard@voila.fr,971,1964-09-18,147,7684.9
Lucas,Alexandrie,alucas@sfr.fr,79,1978-09-10,63,7367.15
Rousset,Antoinette,arousset@wanadoo.fr,82,1992-12-25,116,15408.66
Delahaye,Olivier,odelahaye@tiscali.fr,53,1944-04-22,5,189.13
Ribeiro,Chantal,cribeiro@dbmail.com,43,1961-03-10,151,9556.76
De Oliveira,Suzanne,sde oliveira@ifrance.com,56,1963-04-17,19,363.86
Riviere,Madeleine,mriviere@tele2.fr,66,2002-11-09,123,16918.6
Mahe,Renée,rmahe@voila.fr,80,1991-09-25,55,1754.47
Teixeira,Isabelle,iteixeira@wanadoo.fr,63,1973-10-26,139,7738.42
Allain,Hugues,hallain@laposte.net,42,1979-01-01,130,2162.16
Dias,Marie,mdias@bouygtel.fr,971,1951-03-12,25,2718.19
Leblanc,Nicolas,nleblanc@sfr.fr,76,1964-03-27,123,8034.31
Valentin,Martin,mvalentin@voila.fr,39,1992-10-07,145,7678.81
Perrin,Mathilde,mperrin@orange.fr,71,1962-04-30,16,1482.67
Parent,Daniel,dparent@hotmail.fr,36,1944-09-20,20,2697.22
Peltier,Stéphanie,speltier@voila.fr,95,1961-06-03,47,5075.96
Masson,Adèle,amasson@dbmail.com,15,1998-12-21,50,1142.43
Charrier,Antoinette,acharrier@hotmail.fr,77,1943-03-07,114,15020.33
Albert,Théodore,talbert@wanadoo.fr,09,1978-02-03,121,18148.06
Bourdon,Julie,jbourdon@free.fr,52,1971-01-23,53,1949.8
Albert,Arthur,aalbert@club-internet.fr,64,1942-04-19,97,14481.97
Martel,Maggie,mmartel@yahoo.fr,82,1975-07-16,23,284.67
Lamy,Christiane,clamy@bouygtel.fr,82,1963-05-14,46,1134.88
Charles,Claudine,ccharles@dbmail.com,38,1964-08-20,27,2510.57
Baudry,Alfred,abaudry@free.fr,02,2000-04-15,31,4707.38
Lelievre,Renée,rlelievre@noos.fr,80,1951-06-11,147,15213.28
Fischer,Thibault,tfischer@voila.fr,76,1985-10-01,38,4157.51
Leclerc,Amélie,aleclerc@yahoo.fr,95,1944-05-12,31,218.6
Gros,Éléonore,egros@yahoo.fr,02,1971-01-23,49,1419.16
Humbert,Nath,nhumbert@bouygtel.fr,40,1993-05-01,83,7812.11
Bertin,Maryse,mbertin@gmail.com,971,1972-01-29,118,4129.51
Martin,Valentine,vmartin@noos.fr,34,2004-04-07,10,460.06
Torres,Marc,mtorres@dbmail.com,63,2004-05-06,5,417.47
Mahe,Léon,lmahe@sfr.fr,33,2005-10-01,75,5344.31
Nicolas,Océane,onicolas@orange.fr,57,1940-11-30,18,2280.97
Ferreira,William,wferreira@ifrance.com,03,1962-01-01,18,559.64
Laine,Marguerite,mlaine@dbmail.com,38,1941-10-19,68,8093.49
Jacquet,Simone,sjacquet@ifrance.com,21,1967-03-31,80,1590.26
Leblanc,Alexandrie,aleblanc@wanadoo.fr,47,1955-04-25,91,3580.99
Pierre,Charles,cpierre@tiscali.fr,27,1975-11-01,93,4591.65
David,Lucas,ldavid@bouygtel.fr,32,1994-04-23,134,13794.2
Schneider,Gérard,gschneider@tele2.fr,77,1989-09-29,105,13350.73
Marchand,Diane,dmarchand@ifrance.com,34,1967-12-22,20,141.12
Herve,Étienne,eherve@ifrance.com,15,1964-05-02,34,4601.26
Dos Santos,Thérèse,tdos santos@yahoo.fr,58,1960-02-23,69,8401.47
Cousin,Adrienne,acousin@voila.fr,21,1949-02-16,104,4051.12
Lopez,Zacharie,zlopez@orange.fr,71,1986-04-30,27,2340.64
Rodriguez,Gilles,grodriguez@hotmail.fr,04,1949-03-23,3,429.55
Charles,Laetitia,lcharles@ifrance.com,12,2005-07-08,19,2763.29
Marin,Grégoire,gmarin@laposte.net,972,1976-04-12,111,919.91
Collet,Sabine,scollet@yahoo.fr,39,1972-01-26,139,12157.49
Bernard,Gilles,gbernard@live.com,60,1987-12-09,80,10346.52
Turpin,Joséphine,jturpin@noos.fr,60,1974-12-09,58,3255.61
Petit,Maggie,mpetit@sfr.fr,90,1995-08-15,138,10792.67
Gillet,Martin,mgillet@club-internet.fr,78,2002-10-16,125,16084.94
Jacquot,Bernadette,bjacquot@noos.fr,03,1983-10-09,83,3319.95
Lenoir,Joseph,jlenoir@dbmail.com,40,1941-06-10,148,427.28
Pages,Sabine,spages@club-internet.fr,09,1980-01-11,76,6236.92
Lacroix,Élisabeth,elacroix@voila.fr,51,1977-06-25,59,5251.14
Chartier,Guillaume,gchartier@club-internet.fr,83,1949-10-10,110,9882.84
Guerin,Adrienne,aguerin@club-internet.fr,48,1995-06-04,59,5843.61
Weiss,Nicole,nweiss@hotmail.fr,14,1978-01-08,23,2243.15
Pascal,Diane,dpascal@live.com,11,1972-03-08,106,13186.82
Perrier,Marc,mperrier@live.com,974,1958-09-04,15,1597.87
Bonnet,Stéphane,sbonnet@bouygtel.fr,57,1955-05-25,31,3528.76
Seguin,Jean,jseguin@laposte.net,66,1993-03-09,99,14637.92
Michaud,Adélaïde,amichaud@noos.fr,47,1984-08-26,92,6770.96
Joseph,Véronique,vjoseph@laposte.net,72,1959-04-07,18,2374.11
Aubert,Théodore,taubert@orange.fr,19,2005-01-17,71,2949.59
Alves,Andrée,aalves@wanadoo.fr,94,1978-07-05,125,9047.17
Lebon,Luc,llebon@free.fr,01,1972-02-07,58,1610.89
Lebreton,Zoé,zlebreton@wanadoo.fr,05,1946-05-12,151,8118.48
Simon,Joséphine,jsimon@yahoo.fr,971,1940-07-20,91,6167.87
Meyer,Susanne,smeyer@dbmail.com,74,1953-06-14,98,14516.37
Ramos,Célina,cramos@orange.fr,22,1968-04-08,85,1695.48
Leduc,Margaux,mleduc@sfr.fr,27,1979-08-29,114,4965.1
Antoine,Gabriel,gantoine@orange.fr,25,1947-01-10,58,2776.35
Renard,Gabriel,grenard@noos.fr,973,1961-09-29,12,648.51
Pereira,Renée,rpereira@gmail.com,90,1971-12-20,61,7770.88
Delaunay,Daniel,ddelaunay@laposte.net,82,1998-09-29,45,3263.89
Moreno,Alphonse,amoreno@tiscali.fr,01,1967-07-20,20,1364.34
Masson,Anouk,amasson@laposte.net,44,1964-06-30,62,7319.43
Chauveau,Isaac,ichauveau@live.com,63,1948-05-09,128,2429.74
Joseph,Marie,mjoseph@tele2.fr,47,1986-02-14,136,18602.1
Marion,Suzanne,smarion@voila.fr,34,1991-09-15,59,6621.48
Chartier,Chantal,cchartier@bouygtel.fr,58,1950-05-09,31,74.29
Weber,Antoine,aweber@dbmail.com,61,1961-08-14,133,18438.58
Laine,Alex,alaine@hotmail.fr,22,1986-07-31,50,931.6
Hubert,Émilie,ehubert@tiscali.fr,68,1973-07-30,31,2190.63
Becker,Xavier,xbecker@ifrance.com,32,1971-11-20,65,2618.91
Bernier,Suzanne,sbernier@hotmail.fr,71,1954-04-17,136,17406.5
Albert,Nathalie,nalbert@yahoo.fr,88,1967-12-30,13,1949.71
Leger,Astrid,aleger@dbmail.com,54,1945-04-29,100,9379.69
Berger,Manon,mberger@orange.fr,75,1992-03-20,41,471.53
Herve,Thérèse,therve@club-internet.fr,47,1947-07-01,8,999.38
Aubry,Bernadette,baubry@sfr.fr,83,1957-12-15,72,3185.78
Letellier,Arnaude,aletellier@club-internet.fr,53,1969-07-31,111,3138.59
Hamel,Henriette,hhamel@orange.fr,76,2000-03-26,7,741.4
Robin,Michel,mrobin@dbmail.com,29,1981-12-06,108,5924.14
Perret,Stéphane,sperret@club-internet.fr,17,1973-09-18,67,7475.23
Garnier,Dominique,dgarnier1@hotmail.fr,56,2005-01-03,97,4355.87
Albert,Nathalie,nalbert@bouygtel.fr,49,1975-05-27,26,3867.33
Dos Santos,Julien,jdos santos@tele2.fr,66,1955-08-30,49,6451.45
Samson,Nicolas,nsamson@free.fr,35,1977-03-29,146,5116.78
Paul,Noël,npaul@wanadoo.fr,77,1945-08-31,46,460.33
Techer,Alexandre,atecher@gmail.com,17,1958-09-25,114,16497.21
Legros,Agathe,alegros@orange.fr,41,1945-06-20,124,5611.55
Laine,Élodie,elaine@free.fr,28,1941-07-23,117,8154.86
Hoarau,Hélène,hhoarau@tele2.fr,55,1959-07-24,72,7816.71
Turpin,Georges,gturpin@live.com,79,1968-06-26,5,432.57
Lemonnier,Céline,clemonnier@tiscali.fr,71,1968-10-29,10,20.01
Lemoine,Vincent,vlemoine@noos.fr,31,1996-02-08,105,1009.95
Breton,Thierry,tbreton@tiscali.fr,53,1974-01-05,113,15427.92
Lenoir,Benoît,blenoir@tiscali.fr,86,1964-04-24,68,2359.21
Lecoq,Hugues,hlecoq@noos.fr,54,1952-05-01,48,3048.09
Aubert,Susan,saubert@tiscali.fr,56,1999-12-16,83,11700.79
Ferrand,Margot,mferrand@bouygtel.fr,86,1988-03-28,102,13639.69
Bailly,Victor,vbailly@orange.fr,38,1975-10-21,21,310.82
Andre,Maryse,mandre@voila.fr,972,1956-07-15,68,191.26
Renaud,Hélène,hrenaud@wanadoo.fr,08,1991-11-09,147,21592.04
Alexandre,Nathalie,nalexandre@voila.fr,07,1970-05-14,14,1304.19
Lagarde,Denise,dlagarde@live.com,29,1980-09-19,96,6190.07
Tanguy,Aurore,atanguy@wanadoo.fr,14,1972-08-16,116,7466.48
Huet,Stéphane,shuet@dbmail.com,15,1995-09-18,151,15136.55
Leger,Emmanuelle,eleger@free.fr,58,1987-05-01,64,6243.3
Marques,Luc,lmarques@club-internet.fr,26,1951-05-24,112,8325.69
Imbert,Bernadette,bimbert@noos.fr,48,1963-04-03,87,6417.61
Fernandes,Margaret,mfernandes@bouygtel.fr,25,1987-01-18,90,1301.38
Martin,Maggie,mmartin@laposte.net,88,2003-12-08,48,4726.81
Lacroix,Édith,elacroix@live.com,68,1984-09-07,141,16630.78
Clerc,René,rclerc@tele2.fr,39,1974-01-04,148,18205.2
Moreau,Eugène,emoreau@orange.fr,18,1980-05-30,29,3192.42
Joly,Hugues,hjoly@yahoo.fr,66,1981-08-17,22,465.82
Laurent,Pauline,plaurent@voila.fr,65,2003-05-05,41,5594.33
Imbert,Élise,eimbert@dbmail.com,2A,1944-03-07,85,1225.63
Ledoux,Noël,nledoux@live.com,61,1962-06-30,72,860.94
Alexandre,Pauline,palexandre@ifrance.com,56,1967-07-13,33,3361.63
Regnier,Margaux,mregnier@tiscali.fr,82,1992-09-07,67,1040.39
Rolland,Valérie,vrolland@yahoo.fr,73,1986-08-02,98,3803.24
Humbert,Bernadette,bhumbert@dbmail.com,08,1942-10-13,29,4059.99
Mallet,Margot,mmallet@sfr.fr,03,1983-01-01,128,11246.95
Morel,Zoé,zmorel@club-internet.fr,41,2002-07-31,4,306.37
Grondin,Lorraine,lgrondin@hotmail.fr,40,2005-01-13,107,11131.13
Navarro,Chantal,cnavarro@orange.fr,91,1983-11-03,29,1549.4
Philippe,Paul,pphilippe@club-internet.fr,40,1940-08-11,33,3803.57
Didier,Océane,odidier@noos.fr,16,1949-08-01,145,8037.84
Delorme,Sébastien,sdelorme@gmail.com,32,1949-11-21,93,561.25
Rossi,Amélie,arossi@yahoo.fr,47,1975-10-28,35,1532.92
Le Roux,Antoinette,ale roux@sfr.fr,08,1954-12-04,74,6131.65
Marie,Odette,omarie@free.fr,04,1983-11-11,50,5277.54
Dijoux,Thibaut,tdijoux@club-internet.fr,73,1967-05-13,126,12423.62
Michaud,Luc,lmichaud@bouygtel.fr,73,1993-03-11,91,11375.01
Fernandez,Christophe,cfernandez@laposte.net,43,1982-02-14,90,5060.11
Martinez,Claudine,cmartinez@wanadoo.fr,36,1963-03-14,113,8592.1
Guillou,Adrien,aguillou@wanadoo.fr,23,1984-07-15,139,11474.95
Duhamel,Maryse,mduhamel@noos.fr,93,1991-10-19,53,4709.54
De Sousa,Jacqueline,jde sousa@live.com,21,1941-11-09,6,561.89
Boucher,Richard,rboucher@dbmail.com,43,1992-05-11,110,5000.48
Grondin,Timothée,tgrondin@sfr.fr,21,2005-07-02,120,7483.04
Bigot,Anaïs,abigot@sfr.fr,63,1949-12-19,61,2620.36
Berthelot,Célina,cberthelot@club-internet.fr,12,2002-09-26,6,205.3
Toussaint,Marcel,mtoussaint@sfr.fr,54,2001-07-26,35,2293.64
Masse,Adèle,amasse@sfr.fr,05,2005-02-04,146,4095.23
Jean,Martin,mjean@orange.fr,49,1995-05-22,20,2300.02
Parent,Vincent,vparent@tele2.fr,12,1943-12-30,127,1617.4
Gilbert,Alexandria,agilbert@ifrance.com,41,2002-05-05,96,7964.31
Maurice,Dominique,dmaurice@ifrance.com,10,1941-03-11,148,19483.67
Sanchez,Denise,dsanchez@ifrance.com,56,1941-05-16,19,2767.94
Bazin,Marthe,mbazin@free.fr,71,1992-07-18,135,18826.44
Meyer,Nicole,nmeyer@club-internet.fr,29,2001-11-02,111,5018.33
Chauvet,Matthieu,mchauvet@tele2.fr,15,1981-12-06,45,1792.75
Blanchard,Victoire,vblanchard@live.com,87,1941-03-03,20,2112.44
Andre,Lucie,landre@ifrance.com,72,1982-01-19,9,1060.14
Marie,Adrien,amarie@ifrance.com,2B,1979-04-19,123,14569.14
Traore,Aurore,atraore@club-internet.fr,67,1971-01-27,65,5563.45
Evrard,Louise,levrard@live.com,2A,1963-10-21,78,2590.46
Schneider,Patrick,pschneider@laposte.net,18,1947-09-29,38,2881.98
Wagner,Laetitia,lwagner@tele2.fr,46,1968-10-02,110,5918.23
Guillaume,Luce,lguillaume@noos.fr,973,1965-08-06,146,21825.24
Berthelot,Margaud,mberthelot@club-internet.fr,57,1984-08-23,57,377.65
Poulain,Agathe,apoulain@club-internet.fr,39,1945-12-20,106,6328.45
Laurent,Gabrielle,glaurent@orange.fr,23,1946-06-22,5,587.68
Guerin,Laurent,lguerin@bouygtel.fr,93,1946-10-12,150,6431.44
Lelievre,Élisabeth,elelievre@bouygtel.fr,87,2002-02-15,65,3362.07
Dupuy,André,adupuy@dbmail.com,77,1954-01-04,127,8306.12
Imbert,Jacqueline,jimbert@yahoo.fr,15,1970-11-16,85,3900.84
Thibault,Roland,rthibault@laposte.net,67,1988-08-15,112,9285.13
Vallee,Timothée,tvallee@tele2.fr,09,1998-08-09,55,3464.43
Antoine,Patrick,pantoine@voila.fr,63,1990-04-21,23,2828.38
Munoz,Christophe,cmunoz@live.com,84,1953-08-16,144,12240.62
Leroy,Victor,vleroy@ifrance.com,44,1959-08-02,85,858.97
Ferreira,Grégoire,gferreira@bouygtel.fr,57,1958-01-09,21,1422.91
Remy,Monique,mremy@orange.fr,19,1942-08-10,7,996.56
Chevalier,Sophie,schevalier@sfr.fr,24,1942-11-27,92,11947.21
Bruneau,Martine,mbruneau@gmail.com,25,1978-04-11,92,5944.73
Colas,Colette,ccolas@live.com,52,2004-12-17,141,18998.23
Laine,Julie,jlaine@yahoo.fr,88,1998-10-22,75,8137.96
Sanchez,Éric,esanchez@yahoo.fr,62,1979-04-12,150,14724.86
Salmon,Gérard,gsalmon@ifrance.com,06,1962-08-26,61,1884.63
Gaillard,Gabrielle,ggaillard@wanadoo.fr,10,1989-01-19,21,2962.37
Joseph,Océane,ojoseph@free.fr,42,1975-05-03,20,2246.53
Mace,Camille,cmace@live.com,30,1970-04-17,125,788.09
Lefebvre,Gérard,glefebvre@gmail.com,972,1970-06-09,97,13500.3
Martel,Aimée,amartel@dbmail.com,57,1975-03-21,30,4298.95
Meyer,Julie,jmeyer@tele2.fr,88,1958-01-06,72,3271.1
Richard,William,wrichard@wanadoo.fr,34,1988-03-18,142,18082.09
Fouquet,Élisabeth,efouquet@free.fr,33,1993-01-13,86,7790.18
Tessier,Laure,ltessier@sfr.fr,18,1997-01-05,59,621.67
Nguyen,Camille,cnguyen@club-internet.fr,45,1946-07-15,151,17887.75
Le Gall,Antoinette,ale gall@sfr.fr,72,1968-09-15,87,11976.49
Nguyen,Catherine,cnguyen@free.fr,68,1940-01-04,63,3022.15
Aubert,Monique,maubert@free.fr,89,1978-11-21,76,4547.96
Perez,Emmanuel,eperez@sfr.fr,73,1961-04-06,123,654.04
Delorme,Éléonore,edelorme@gmail.com,24,1996-12-07,5,677.15
Allard,Pénélope,pallard@orange.fr,44,1996-08-07,23,2390.4
Brunel,David,dbrunel@gmail.com,21,1989-03-21,128,6577.56
Le Roux,Thomas,tle roux@club-internet.fr,81,1980-01-31,7,1038.03
Marin,Richard,rmarin@free.fr,77,1971-10-26,24,183.05
Torres,Guy,gtorres@laposte.net,90,1962-01-07,103,14264.57
Chevalier,Alfred,achevalier@live.com,73,1995-09-14,119,8292.0
Duval,Roland,rduval@live.com,49,2000-09-14,26,1098.74
Vincent,Claire,cvincent@voila.fr,976,1984-11-21,52,910.42
Goncalves,Édith,egoncalves@club-internet.fr,43,1977-01-20,72,991.07
Delahaye,Éléonore,edelahaye@voila.fr,87,1992-05-16,7,376.46
Mercier,Zoé,zmercier@laposte.net,38,1968-01-27,55,6529.19
Thierry,Patrick,pthierry@noos.fr,55,1982-09-23,142,11789.98
Wagner,Maryse,mwagner@sfr.fr,39,2002-07-25,8,550.29
Poulain,Diane,dpoulain@club-internet.fr,37,1968-06-29,10,1473.06
Bouvet,Aimée,abouvet@free.fr,31,1986-05-23,107,6959.89
Clerc,Grégoire,gclerc@dbmail.com,50,1944-09-14,144,1212.67
Robert,Camille,crobert@yahoo.fr,52,2002-01-22,55,7492.83
Bouvet,Alexandria,abouvet@laposte.net,04,1972-08-01,13,335.35
Baudry,Louise,lbaudry@bouygtel.fr,30,1966-08-15,94,6215.17
Gregoire,Bernard,bgregoire@orange.fr,83,1954-12-15,117,14330.08
Vincent,Victor,vvincent@tiscali.fr,05,1994-01-23,151,14597.1
Fontaine,Antoine,afontaine@voila.fr,88,1999-01-22,118,11305.7
Duval,Lucie,lduval@voila.fr,11,1988-03-31,57,8357.53
Maillot,Susanne,smaillot@noos.fr,12,1988-10-31,123,13793.3
Laroche,Emmanuel,elaroche@hotmail.fr,73,1968-09-22,133,4503.1
Legrand,Christelle,clegrand@ifrance.com,79,1965-09-24,88,5579.78
Lacombe,Charlotte,clacombe@live.com,24,1987-03-10,96,6435.75
