nom,prénom,email,département,naissance,visites,dépenses
Jacques,Sabine,sjacques@yahoo.fr,54,1971-05-22,69,6116.22
Leveque,Valérie,vleveque@dbmail.com,66,1982-10-13,124,18749.77
Diallo,Charles,cdiallo2@hotmail.fr,75,1982-11-13,125,308.92
Peron,Jeannine,jperon@hotmail.fr,85,1983-02-04,104,14356.3
Legrand,Benjamin,blegrand@hotmail.fr,58,1982-10-26,55,3162.67
Bourgeois,Laetitia,lbourgeois@free.fr,67,1996-07-24,66,1630.5
Gerard,Céline,cgerard@sfr.fr,31,1951-03-15,3,54.85
Perrot,Aurélie,aperrot4@bouygtel.fr,2A,1967-04-05,86,12996.29
Duval,Margot,mduval1@tele2.fr,54,2001-09-18,62,5692.86
Royer,Michelle,mroyer1@gmail.com,89,1996-07-10,28,1774.06
Raymond,Océane,oraymond1@live.com,06,1963-03-23,95,14030.42
Lefevre,Simone,slefevre1@voila.fr,04,1940-01-06,77,10438.98
Peltier,Joseph,jpeltier@voila.fr,66,1971-03-06,14,1688.98
Garnier,Catherine,cgarnier@noos.fr,17,1955-04-20,62,7697.53
Marques,David,dmarques3@laposte.net,41,1987-06-14,45,4002.77
Leger,Louise,lleger@ifrance.com,18,1953-12-16,119,16511.52
Bourgeois,Margot,mbourgeois@bouygtel.fr,62,1976-02-25,101,1389.41
Thibault,Claudine,cthibault3@tele2.fr,82,2000-04-18,102,11663.57
Teixeira,Luc,lteixeira1@tiscali.fr,52,1981-09-14,64,3316.51
Millet,Margaud,mmillet2@gmail.com,21,1947-06-18,143,5274.13
Normand,Joseph,jnormand1@bouygtel.fr,83,1960-10-21,6,711.32
Salmon,Christiane,csalmon@tiscali.fr,50,1944-03-24,11,1238.68
Marchand,Patrick,pmarchand@orange.fr,23,1974-04-20,68,8009.34
Pinto,Michelle,mpinto@laposte.net,30,1956-09-07,125,864.3
Bernier,Gabrielle,gbernier@voila.fr,67,1949-09-20,147,19372.21
Ruiz,Alain,aruiz@wanadoo.fr,27,1949-05-13,19,1892.67
Dubois,Noémi,ndubois@free.fr,58,1958-05-08,74,3636.07
Cousin,Jérôme,jcousin@hotmail.fr,33,1956-08-15,34,1916.07
Vidal,Lucy,lvidal@voila.fr,971,2000-11-13,15,1689.61
Gerard,Lucie,lgerard1@noos.fr,64,1944-03-16,151,19962.63
Boucher,Auguste,aboucher1@tele2.fr,11,1991-05-16,132,7703.29
Martel,Honoré,hmartel@wanadoo.fr,54,1978-08-27,136,15897.01
Tessier,Louis,ltessier@gmail.com,17,2002-12-14,91,10942.15
Gaudin,Aimée,agaudin1@yahoo.fr,45,2005-02-23,60,6335.32
Tessier,Henri,htessier@tele2.fr,33,1985-06-05,104,212.67
Leger,Pierre,pleger@laposte.net,07,1954-03-15,137,7284.08
Michaud,Marie,mmichaud3@gmail.com,38,1988-06-04,11,1077.72
Bouchet,Augustin,abouchet1@free.fr,2B,1974-04-29,150,20559.69
Traore,Nathalie,ntraore@noos.fr,39,1940-06-28,65,5323.16
Paul,Bernard,bpaul@tele2.fr,90,1998-10-31,45,4860.94
Bonnin,Michel,mbonnin@live.com,84,1949-11-23,42,283.56
Gaillard,Gérard,ggaillard2@dbmail.com,972,1985-07-27,87,5495.84
Bernard,Corinne,cbernard1@noos.fr,78,1951-01-13,149,20937.39
Deschamps,Diane,ddeschamps@dbmail.com,23,1951-03-14,55,769.23
Menard,Agnès,amenard1@free.fr,02,1953-01-04,34,1971.87
Aubert,Catherine,caubert@ifrance.com,2A,1967-10-24,51,1064.06
Marion,Thibault,tmarion@noos.fr,25,1945-08-30,87,11790.07
Fleury,Alphonse,afleury5@wanadoo.fr,48,2004-08-26,100,3417.03
Grondin,Claude,cgrondin2@tele2.fr,65,1967-02-15,13,982.28
Munoz,Georges,gmunoz@sfr.fr,64,1946-09-11,35,1655.1
Robert,Pauline,probert@noos.fr,26,1981-09-19,146,11401.87
Leroux,Vincent,vleroux1@free.fr,07,2003-05-03,2,73.59
Vaillant,Claire,cvaillant2@live.com,46,1956-05-14,103,5620.25
Ferreira,Jeanne,jferreira@tele2.fr,87,1945-06-30,135,585.17
Bernier,Étienne,ebernier@wanadoo.fr,65,1971-02-27,83,2096.78
Marechal,Catherine,cmarechal1@bouygtel.fr,59,1987-11-27,71,7616.57
Lopez,Nicole,nlopez@noos.fr,38,1978-04-02,125,15980.54
Fouquet,Aurélie,afouquet1@tiscali.fr,71,1980-06-27,6,555.74
Olivier,Jeanne,jolivier@hotmail.fr,17,1965-03-16,84,4145.85
Antoine,Zacharie,zantoine@gmail.com,90,1940-09-22,78,2259.76
Lebrun,Anouk,alebrun2@voila.fr,87,1965-11-25,4,585.83
Costa,Jacques,jcosta@yahoo.fr,23,1967-05-05,15,631.79
Cordier,Sabine,scordier@noos.fr,63,1948-04-11,132,4776.4
Colin,Édith,ecolin1@dbmail.com,41,2004-11-28,138,10708.75
Pires,Josette,jpires@dbmail.com,17,1954-03-25,85,7084.87
Grenier,Yves,ygrenier@orange.fr,01,1961-07-10,21,1203.01
Charrier,Paul,pcharrier@gmail.com,25,1978-10-22,46,5418.11
Gautier,Christophe,cgautier1@live.com,62,1968-04-08,118,4281.07
Joubert,Joseph,jjoubert4@ifrance.com,62,1969-08-04,59,831.15
Langlois,Amélie,alanglois2@hotmail.fr,06,1961-05-10,84,2546.44
Duval,Zoé,zduval@noos.fr,14,1955-04-05,110,16532.03
Morel,Guillaume,gmorel@live.com,29,2001-07-25,85,1644.89
Leroy,Michelle,mleroy1@tele2.fr,59,1987-11-27,12,1184.71
Duhamel,Martine,mduhamel@wanadoo.fr,31,1941-12-01,109,5317.96
Ruiz,Céline,cruiz2@yahoo.fr,39,1970-05-21,124,10962.42
Rey,Margot,mrey2@noos.fr,70,1974-12-23,79,9736.41
Roussel,François,froussel1@live.com,16,1959-08-14,121,16848.32
Guyon,Thierry,tguyon@hotmail.fr,51,1951-06-05,77,6615.68
Gros,Guy,ggros@dbmail.com,83,1944-09-21,28,2756.16
Boulay,Adrienne,aboulay1@voila.fr,03,1981-11-21,113,16732.45
Prevost,Martine,mprevost@hotmail.fr,03,2001-06-09,92,8962.92
Pascal,Camille,cpascal1@tiscali.fr,80,2001-05-09,46,2836.62
Marechal,Aimé,amarechal2@hotmail.fr,34,1964-02-29,57,4777.89
Paris,Émile,eparis@live.com,93,1954-01-17,13,1731.5
Michaud,Vincent,vmichaud@ifrance.com,32,1966-11-18,48,2831.35
Camus,Virginie,vcamus@noos.fr,54,2001-12-17,58,1307.59
Ollivier,Odette,oollivier@hotmail.fr,45,1990-03-04,63,8155.19
Lagarde,Danielle,dlagarde1@tiscali.fr,05,1949-12-21,2,243.01
Perret,Andrée,aperret1@tele2.fr,80,1975-07-04,139,16672.0
Regnier,Michèle,mregnier1@hotmail.fr,85,1995-07-14,122,13738.23
Leroy,Sabine,sleroy@tele2.fr,04,1974-10-24,91,10300.24
Parent,Anouk,aparent3@tiscali.fr,974,1947-02-08,122,1143.13
Pasquier,Louise,lpasquier@voila.fr,55,1999-07-07,53,1129.38
Merle,Frédéric,fmerle@tele2.fr,67,1972-07-06,79,7318.18
Rodriguez,Théophile,trodriguez@sfr.fr,03,1977-12-14,105,2698.62
Pons,David,dpons2@tele2.fr,24,1977-07-15,79,10946.28
Marechal,Philippe,pmarechal@free.fr,81,1970-09-27,148,5298.37
Joubert,Margaud,mjoubert1@laposte.net,43,2004-10-13,88,8668.75
Lacombe,Suzanne,slacombe1@dbmail.com,37,1991-01-16,94,12080.73
Boucher,Nathalie,nboucher2@wanadoo.fr,07,1978-03-22,44,6423.46
Sauvage,Louis,lsauvage2@yahoo.fr,88,1994-04-15,120,13332.97
Lebreton,Anastasie,alebreton@dbmail.com,87,2003-05-20,59,5550.87
Joseph,Margot,mjoseph@sfr.fr,84,1961-10-07,34,4640.15
Charrier,Clémence,ccharrier@ifrance.com,60,1972-09-03,93,1287.9
Bertrand,Valentine,vbertrand@free.fr,62,1957-04-15,69,284.74
Meyer,Chantal,cmeyer@laposte.net,80,1950-09-24,32,2359.82
Morin,Augustin,amorin2@voila.fr,80,2001-03-19,42,2577.67
Hebert,Margaud,mhebert@wanadoo.fr,84,1976-07-18,148,11592.87
Allard,Astrid,aallard@orange.fr,08,1999-01-24,102,13080.01
Dias,Marthe,mdias2@hotmail.fr,40,1987-08-30,136,10315.47
Lefevre,Marthe,mlefevre1@ifrance.com,28,1999-08-20,98,4994.17
Pierre,Juliette,jpierre@tiscali.fr,72,1996-12-15,106,11273.76
Bernard,Anne,abernard@tele2.fr,45,1953-11-23,124,12905.1
Perrin,Alexandria,aperrin3@tiscali.fr,76,1947-03-17,98,7176.52
Pinto,Paulette,ppinto@bouygtel.fr,46,1950-03-10,136,4500.98
Laporte,Alix,alaporte1@wanadoo.fr,27,1946-05-28,128,18847.2
Perez,Lucy,lperez2@free.fr,81,1962-08-25,48,1641.89
Legros,Édouard,elegros1@voila.fr,32,1955-04-28,61,7317.28
Lopez,Susan,slopez@yahoo.fr,73,1991-07-08,57,3034.79
Nicolas,Victor,vnicolas2@ifrance.com,62,1997-06-07,116,1796.05
Clerc,Thomas,tclerc1@hotmail.fr,50,1996-02-15,139,15859.37
Pereira,Michèle,mpereira1@wanadoo.fr,39,2003-02-26,27,382.05
Perrin,Raymond,rperrin@tiscali.fr,972,1987-12-23,151,1849.08
Alves,Jean,jalves@ifrance.com,14,1990-04-09,10,993.38
Charles,Charles,ccharles1@voila.fr,16,1999-12-03,95,11946.11
Grondin,Henri,hgrondin1@orange.fr,59,1990-07-07,20,1730.72
Bonnin,Laetitia,lbonnin@voila.fr,62,1968-02-01,131,17681.82
Etienne,Anouk,aetienne1@orange.fr,32,1985-05-11,108,7510.65
Vallee,Roland,rvallee@laposte.net,69,1948-02-17,73,2930.04
Dijoux,Marie,mdijoux1@bouygtel.fr,46,1976-02-06,65,7961.5
Leger,Marianne,mleger@free.fr,973,1973-04-16,68,9661.16
Huet,Astrid,ahuet3@noos.fr,39,1944-08-09,71,8868.56
Auger,Maryse,mauger1@ifrance.com,971,1977-07-06,88,5332.75
Pineau,Olivie,opineau@ifrance.com,03,1984-05-12,142,2172.2
Vallee,Philippe,pvallee1@gmail.com,26,1970-07-22,9,448.07
Julien,Adrienne,ajulien2@bouygtel.fr,69,1995-07-21,45,2049.6
Lemoine,Benjamin,blemoine@ifrance.com,974,1952-05-07,101,2288.13
Fabre,Alexandre,afabre@bouygtel.fr,49,1984-10-08,23,3264.37
Menard,Benoît,bmenard@tele2.fr,22,1977-07-06,90,13194.34
Didier,Stéphanie,sdidier1@laposte.net,67,1989-10-09,21,2134.89
Toussaint,Mathilde,mtoussaint1@hotmail.fr,95,1970-05-27,28,1219.21
Costa,Victoire,vcosta@bouygtel.fr,50,1987-02-22,39,1989.87
Gosselin,Eugène,egosselin1@tiscali.fr,30,1986-08-12,16,1417.7
Dias,Marguerite,mdias1@ifrance.com,26,2004-05-05,91,11682.31
Baron,Jacques,jbaron@sfr.fr,78,1979-08-27,31,331.23
Pinto,William,wpinto@gmail.com,19,2000-01-08,25,270.36
Rolland,Brigitte,brolland@yahoo.fr,01,2002-01-05,15,1135.61
Gallet,Grégoire,ggallet@ifrance.com,94,1970-11-14,17,999.45
Allard,Élisabeth,eallard@tele2.fr,84,1991-08-25,133,834.52
Menard,Adèle,amenard@voila.fr,08,1981-02-08,38,5644.28
Thibault,Emmanuelle,ethibault@live.com,07,1946-09-16,74,10007.29
Navarro,Hortense,hnavarro@gmail.com,16,1945-12-31,136,2204.12
Gimenez,Odette,ogimenez@gmail.com,82,2001-08-01,119,12785.47
Albert,Thérèse,talbert1@dbmail.com,32,1985-05-05,114,10560.21
Paul,David,dpaul1@hotmail.fr,87,1988-11-30,3,136.1
Renaud,Isabelle,irenaud@sfr.fr,64,1951-05-09,95,8708.15
Collet,Pénélope,pcollet@tiscali.fr,972,1965-05-09,95,6090.72
Mallet,Astrid,amallet1@noos.fr,10,1969-06-20,51,2935.77
Teixeira,Yves,yteixeira@laposte.net,54,2003-01-27,149,22500.67
Guerin,Daniel,dguerin@sfr.fr,56,1974-09-25,132,3131.66
Delaunay,Louis,ldelaunay@bouygtel.fr,28,1974-05-03,38,1662.48
Gonzalez,Josette,jgonzalez@orange.fr,04,1974-09-20,11,1036.3
Chretien,Théophile,tchretien3@laposte.net,38,1950-11-08,55,5605.39
Bousquet,Jérôme,jbousquet@sfr.fr,95,1978-11-02,131,5959.07
Caron,David,dcaron1@wanadoo.fr,52,1999-09-09,49,1119.66
Leclercq,Claudine,cleclercq1@gmail.com,94,1989-01-17,137,1750.5
Lebrun,Mathilde,mlebrun1@dbmail.com,972,1991-11-22,39,1912.86
Humbert,Juliette,jhumbert2@bouygtel.fr,971,1960-03-15,81,7542.54
Delahaye,Amélie,adelahaye6@hotmail.fr,07,1983-09-17,52,4943.64
